project_id,name,description,category,cost,latitude,longitude,votes,selected,target_demographic,moral_value,secondary_moral_value,source_files,moral_score_Care,moral_score_Fairness,moral_score_Loyalty,moral_score_Authority,moral_score_Sanctity,moral_confidence_Care,moral_confidence_Fairness,moral_confidence_Loyalty,moral_confidence_Authority,moral_confidence_Sanctity
66,Street Lighting Upgrade,"This project upgrades street lighting with energy-efficient LED lights to improve visibility, safety, and reduce energy costs. This project protects and preserves sacred community values and traditions.",Transportation,112161,40.784,-73.981,54,0,community,Sanctity,Loyalty,synthetic_balanced,0.339924156665802,0.011111630126833916,0.13373564183712006,0.12085048854351044,0.033456798642873764,0.339924156665802,0.011111630126833916,0.13373564183712006,0.12085048854351044,0.033456798642873764
67,Accessibility Ramp Installation,This project installs accessibility ramps and improves curb cuts to ensure all residents can safely navigate sidewalks and crosswalks. This project strengthens community bonds and loyalty to local values.,Transportation,75923,40.772,-73.964,82,1,seniors,Loyalty,Sanctity,synthetic_balanced,0.2744426727294922,0.0068051135167479515,0.5092183351516724,0.20852360129356384,0.021402636542916298,0.2744426727294922,0.0068051135167479515,0.5092183351516724,0.20852360129356384,0.021402636542916298
68,Traffic Signal Modernization,"This initiative modernizes traffic signals with improved timing, accessibility features, and smart technology integration. This project strengthens community bonds and loyalty to local values.",Transportation,389829,40.723,-73.968,83,0,seniors,Loyalty,Sanctity,synthetic_balanced,0.18386732041835785,0.007681727409362793,0.5639778971672058,0.11441507935523987,0.019061671569943428,0.18386732041835785,0.007681727409362793,0.5639778971672058,0.11441507935523987,0.019061671569943428
69,Public Transit Shelter,"This project builds covered bus stop shelters with seating, lighting, and weather protection to improve public transit accessibility. This project protects and preserves sacred community values and traditions.",Transportation,179021,40.715,-73.908,87,0,youth,Sanctity,Loyalty,synthetic_balanced,0.24957212805747986,0.007297442760318518,0.06314240396022797,0.13521286845207214,0.05108881741762161,0.24957212805747986,0.007297442760318518,0.06314240396022797,0.13521286845207214,0.05108881741762161
70,Bike Parking Facilities,This initiative installs secure bike parking facilities throughout the community to encourage cycling and protect bicycles. This project strengthens community bonds and loyalty to local values.,Transportation,471740,40.734,-73.934,91,0,youth,Loyalty,Care,synthetic_balanced,0.2668312191963196,0.009616561233997345,0.5476208925247192,0.17467807233333588,0.022294800728559494,0.2668312191963196,0.009616561233997345,0.5476208925247192,0.17467807233333588,0.022294800728559494
71,Road Surface Repair,"This project resurfaces local roads to improve driving conditions, reduce maintenance costs, and extend road life. This project promotes fairness, equality, and justice for all residents.",Transportation,190599,40.744,-73.914,45,0,families,Fairness,Care,synthetic_balanced,0.6003847122192383,0.8183215856552124,0.014260200783610344,0.10035990923643112,0.024791205301880836,0.6003847122192383,0.8183215856552124,0.014260200783610344,0.10035990923643112,0.024791205301880836
72,Crosswalk Safety Improvements,"This initiative enhances crosswalk safety with improved markings, signals, and pedestrian safety measures. This project promotes fairness, equality, and justice for all residents.",Transportation,151036,40.714,-73.949,87,1,adults,Fairness,Authority,synthetic_balanced,0.5523554682731628,0.8348661065101624,0.015051371417939663,0.18287596106529236,0.02522755227982998,0.5523554682731628,0.8348661065101624,0.015051371417939663,0.18287596106529236,0.02522755227982998
73,Transit Information System,This project installs digital transit information displays and improves signage to help residents navigate public transportation. This project protects and preserves sacred community values and traditions.,Transportation,476816,40.751,-73.985,71,1,children,Sanctity,Loyalty,synthetic_balanced,0.17471739649772644,0.007031297776848078,0.11807236820459366,0.17842352390289307,0.06666335463523865,0.17471739649772644,0.007031297776848078,0.11807236820459366,0.17842352390289307,0.06666335463523865
74,Wheelchair Accessible Bus Stops,"This initiative ensures all bus stops are wheelchair accessible with proper ramps, seating, and boarding areas. This project strengthens community bonds and loyalty to local values.",Transportation,470951,40.788,-73.928,41,1,seniors,Loyalty,Sanctity,synthetic_balanced,0.220042422413826,0.054686497896909714,0.4758026599884033,0.18232068419456482,0.024014558643102646,0.220042422413826,0.054686497896909714,0.4758026599884033,0.18232068419456482,0.024014558643102646
75,Traffic Calming Measures,"This project implements traffic calming measures like speed bumps, roundabouts, and narrowed lanes to improve safety. This project promotes fairness, equality, and justice for all residents.",Transportation,468032,40.762,-73.936,78,0,community,Fairness,Authority,synthetic_balanced,0.5412349700927734,0.8118138909339905,0.011097962968051434,0.31122228503227234,0.022906797006726265,0.5412349700927734,0.8118138909339905,0.011097962968051434,0.31122228503227234,0.022906797006726265
76,Public Transportation App,"This initiative develops a mobile app providing real-time transit information, route planning, and service updates. This project strengthens community bonds and loyalty to local values.",Transportation,383524,40.75,-73.907,50,1,children,Loyalty,Sanctity,synthetic_balanced,0.15978825092315674,0.006612970493733883,0.5686659216880798,0.13728047907352448,0.020193731412291527,0.15978825092315674,0.006612970493733883,0.5686659216880798,0.13728047907352448,0.020193731412291527
77,Electric Vehicle Charging Station,This project installs electric vehicle charging stations in public areas to support sustainable transportation. This project addresses practical community needs without strong moral implications.,Transportation,115108,40.725,-73.994,90,0,youth,Non-Moral,Care,synthetic_balanced,0.3511967062950134,0.013733778148889542,0.01578633300960064,0.12116733938455582,0.02439902536571026,0.3511967062950134,0.013733778148889542,0.01578633300960064,0.12116733938455582,0.02439902536571026
78,Transit Route Optimization,"This initiative optimizes transit routes and schedules to improve service efficiency and better meet community needs. This project promotes fairness, equality, and justice for all residents.",Transportation,321673,40.753,-73.956,83,0,seniors,Fairness,Authority,synthetic_balanced,0.4845847189426422,0.8590795993804932,0.0204854104667902,0.11798679083585739,0.020449209958314896,0.4845847189426422,0.8590795993804932,0.0204854104667902,0.11798679083585739,0.020449209958314896
79,Pedestrian Bridge Construction,This project builds pedestrian bridges over busy roads and waterways to provide safe crossing options. This project protects and preserves sacred community values and traditions.,Transportation,250308,40.713,-73.926,26,0,community,Sanctity,Authority,synthetic_balanced,0.43592706322669983,0.0077331592328846455,0.07632824778556824,0.10002906620502472,0.06866496801376343,0.43592706322669983,0.0077331592328846455,0.07632824778556824,0.10002906620502472,0.06866496801376343
80,Smart Traffic Management,"This initiative implements smart traffic management systems to improve traffic flow and reduce congestion. This project promotes fairness, equality, and justice for all residents.",Transportation,304716,40.71,-73.962,59,1,children,Fairness,Care,synthetic_balanced,0.5253255367279053,0.8636947870254517,0.012193610891699791,0.25999265909194946,0.023740841075778008,0.5253255367279053,0.8636947870254517,0.012193610891699791,0.25999265909194946,0.023740841075778008
81,Community Center Renovation,"This project renovates the community center with updated facilities, improved accessibility, new meeting rooms, and modern amenities. This project promotes respect for authority, leadership, and social order.",Recreation,74060,40.74,-73.987,23,0,community,Authority,Sanctity,synthetic_balanced,0.2640926241874695,0.017362667247653008,0.08084042370319366,0.6914778351783752,0.021553784608840942,0.2640926241874695,0.017362667247653008,0.08084042370319366,0.6914778351783752,0.021553784608840942
82,Playground Equipment Installation,"This initiative installs new playground equipment with modern, safe, and accessible play structures for children of all ages. This project promotes fairness, equality, and justice for all residents.",Recreation,444199,40.727,-73.976,22,1,families,Fairness,Authority,synthetic_balanced,0.6412547826766968,0.8678069114685059,0.012724122032523155,0.1735871434211731,0.028179001063108444,0.6412547826766968,0.8678069114685059,0.012724122032523155,0.1735871434211731,0.028179001063108444
83,Sports Facility Upgrade,"This project upgrades sports facilities with improved surfaces, lighting, and equipment to support youth and adult sports programs. This project strengthens community bonds and loyalty to local values.",Recreation,371841,40.75,-73.97,60,0,families,Loyalty,Sanctity,synthetic_balanced,0.26049718260765076,0.007287731859833002,0.5451915264129639,0.16136446595191956,0.02414310723543167,0.26049718260765076,0.007287731859833002,0.5451915264129639,0.16136446595191956,0.02414310723543167
84,Fitness Equipment for Parks,This initiative installs outdoor fitness equipment in parks and public spaces to provide free exercise opportunities. This project strengthens community bonds and loyalty to local values.,Recreation,436605,40.716,-73.968,75,1,children,Loyalty,Sanctity,synthetic_balanced,0.21551136672496796,0.007809900678694248,0.5443969368934631,0.09762726724147797,0.02405466139316559,0.21551136672496796,0.007809900678694248,0.5443969368934631,0.09762726724147797,0.02405466139316559
85,Recreation Program Development,"This project develops comprehensive recreation programs including sports, arts, and educational activities for all ages. This project promotes respect for authority, leadership, and social order.",Recreation,137134,40.768,-73.905,39,1,seniors,Authority,Fairness,synthetic_balanced,0.3343113660812378,0.021113546565175056,0.029241040349006653,0.6044425368309021,0.02078862115740776,0.3343113660812378,0.021113546565175056,0.029241040349006653,0.6044425368309021,0.02078862115740776
86,Swimming Pool Renovation,"This initiative renovates community swimming pools with improved facilities, safety features, and accessibility improvements. This project promotes fairness, equality, and justice for all residents.",Recreation,440328,40.734,-73.928,82,1,children,Fairness,Authority,synthetic_balanced,0.4765377640724182,0.8369774222373962,0.015490619465708733,0.08721539378166199,0.025168847292661667,0.4765377640724182,0.8369774222373962,0.015490619465708733,0.08721539378166199,0.025168847292661667
87,Tennis Court Construction,"This project constructs new tennis courts with proper surfaces, lighting, and amenities for community tennis programs. This project addresses practical community needs without strong moral implications.",Recreation,265902,40.71,-73.992,70,0,children,Non-Moral,Fairness,synthetic_balanced,0.3219398558139801,0.00802561454474926,0.012265225872397423,0.11624027043581009,0.0285873431712389,0.3219398558139801,0.00802561454474926,0.012265225872397423,0.11624027043581009,0.0285873431712389
88,Basketball Court Installation,"This initiative installs basketball courts with proper surfaces, lighting, and equipment for community basketball programs. This project promotes fairness, equality, and justice for all residents.",Recreation,282866,40.704,-73.993,47,0,families,Fairness,Authority,synthetic_balanced,0.303360253572464,0.8584670424461365,0.01384594663977623,0.21613891422748566,0.027704475447535515,0.303360253572464,0.8584670424461365,0.01384594663977623,0.21613891422748566,0.027704475447535515
89,Soccer Field Development,"This project develops soccer fields with proper drainage, lighting, and equipment to support youth and adult soccer programs. This project promotes fairness, equality, and justice for all residents.",Recreation,171291,40.773,-73.964,84,0,youth,Fairness,Care,synthetic_balanced,0.4681399166584015,0.8321730494499207,0.014360087923705578,0.23977266252040863,0.030653512105345726,0.4681399166584015,0.8321730494499207,0.014360087923705578,0.23977266252040863,0.030653512105345726
90,Walking Trail Creation,"This initiative creates walking trails connecting neighborhoods, parks, and community facilities to promote physical activity. This project addresses practical community needs without strong moral implications.",Recreation,201220,40.717,-73.999,35,1,seniors,Non-Moral,Sanctity,synthetic_balanced,0.3177798092365265,0.006619555409997702,0.015204512514173985,0.06473872065544128,0.026724781841039658,0.3177798092365265,0.006619555409997702,0.015204512514173985,0.06473872065544128,0.026724781841039658
91,Picnic Area Enhancement,"This project enhances picnic areas with tables, grills, and shade structures for family gatherings and community events. This project promotes fairness, equality, and justice for all residents.",Recreation,285291,40.778,-73.993,26,1,seniors,Fairness,Care,synthetic_balanced,0.31186601519584656,0.8446692228317261,0.024006398394703865,0.039849355816841125,0.03161676973104477,0.31186601519584656,0.8446692228317261,0.024006398394703865,0.039849355816841125,0.03161676973104477
92,Outdoor Exercise Equipment,This initiative installs outdoor exercise equipment in parks and public spaces to provide free fitness opportunities. This project addresses practical community needs without strong moral implications.,Recreation,87793,40.706,-73.917,92,0,adults,Non-Moral,Care,synthetic_balanced,0.3556120693683624,0.007793475408107042,0.013985597528517246,0.081839419901371,0.0267768744379282,0.3556120693683624,0.007793475408107042,0.013985597528517246,0.081839419901371,0.0267768744379282
93,Skateboard Park Development,"This project develops a skateboard park with ramps, rails, and other features for skateboarders and BMX riders. This project demonstrates care and compassion for community members.",Recreation,59902,40.719,-73.989,55,1,families,Care,Fairness,synthetic_balanced,0.659828782081604,0.008022968657314777,0.04502669349312782,0.07201606780290604,0.026871493086218834,0.659828782081604,0.008022968657314777,0.04502669349312782,0.07201606780290604,0.026871493086218834
94,Community Garden Space,"This initiative creates community garden plots where residents can grow vegetables and build community connections. This project promotes fairness, equality, and justice for all residents.",Recreation,458210,40.732,-73.979,98,0,children,Fairness,Authority,synthetic_balanced,0.4398607909679413,0.8842371106147766,0.09229682385921478,0.04906725510954857,0.024206675589084625,0.4398607909679413,0.8842371106147766,0.09229682385921478,0.04906725510954857,0.024206675589084625
95,Amphitheater Construction,"This project builds an outdoor amphitheater for community events, concerts, performances, and cultural activities. This project demonstrates care and compassion for community members.",Recreation,307423,40.707,-73.926,93,0,seniors,Care,Loyalty,synthetic_balanced,0.7179844975471497,0.0098018953576684,0.06398642808198929,0.028059281408786774,0.028068438172340393,0.7179844975471497,0.0098018953576684,0.06398642808198929,0.028059281408786774,0.028068438172340393
96,Recreation Center Expansion,"This initiative expands recreation centers with additional facilities, programs, and services to better serve the community. This project promotes fairness, equality, and justice for all residents.",Recreation,456957,40.797,-73.902,51,1,families,Fairness,Care,synthetic_balanced,0.48723751306533813,0.871321976184845,0.026090340688824654,0.06583508849143982,0.02103465050458908,0.48723751306533813,0.871321976184845,0.026090340688824654,0.06583508849143982,0.02103465050458908
97,Youth Sports League Support,"This project provides support and resources for youth sports leagues including equipment, facilities, and coaching. This project promotes fairness, equality, and justice for all residents.",Recreation,89624,40.776,-73.998,83,1,community,Fairness,Care,synthetic_balanced,0.5810821652412415,0.878264307975769,0.05047954246401787,0.058485161513090134,0.023195119574666023,0.5810821652412415,0.878264307975769,0.05047954246401787,0.058485161513090134,0.023195119574666023
98,Senior Recreation Program,"This initiative provides recreation programs and activities specifically designed for senior citizens. This project promotes fairness, equality, and justice for all residents.",Recreation,355422,40.764,-73.969,45,1,seniors,Fairness,Care,synthetic_balanced,0.4324702322483063,0.8782141208648682,0.013775579631328583,0.04452987760305405,0.023440146818757057,0.4324702322483063,0.8782141208648682,0.013775579631328583,0.04452987760305405,0.023440146818757057
99,Outdoor Fitness Classes,This project offers outdoor fitness classes and programs in parks and public spaces for community members. This project protects and preserves sacred community values and traditions.,Recreation,337227,40.8,-73.941,66,0,youth,Sanctity,Authority,synthetic_balanced,0.2176213264465332,0.007260738871991634,0.28021249175071716,0.04461956396698952,0.07989660650491714,0.2176213264465332,0.007260738871991634,0.28021249175071716,0.04461956396698952,0.07989660650491714
100,Community Event Space,"This initiative creates flexible event spaces for community gatherings, celebrations, and special events. This project promotes fairness, equality, and justice for all residents.",Recreation,454506,40.781,-73.924,91,0,families,Fairness,Authority,synthetic_balanced,0.40240272879600525,0.8795866370201111,0.03414487466216087,0.025905398651957512,0.02373967319726944,0.40240272879600525,0.8795866370201111,0.03414487466216087,0.025905398651957512,0.02373967319726944
101,Community Infrastructure Maintenance,"This project provides ongoing maintenance and improvements to community infrastructure including roads, utilities, and public facilities. This project protects and preserves sacred community values and traditions.",Other,142014,40.781,-73.983,44,1,families,Sanctity,Loyalty,synthetic_balanced,0.3843025863170624,0.009797632694244385,0.2449774593114853,0.09310866892337799,0.06853535771369934,0.3843025863170624,0.009797632694244385,0.2449774593114853,0.09310866892337799,0.06853535771369934
102,General Improvement Project,"This initiative addresses general community improvement needs including infrastructure, facilities, and public services. This project addresses practical community needs without strong moral implications.",Other,336222,40.722,-73.936,30,0,youth,Non-Moral,Care,synthetic_balanced,0.41349729895591736,0.005387665703892708,0.019851846620440483,0.15362168848514557,0.022267339751124382,0.41349729895591736,0.005387665703892708,0.019851846620440483,0.15362168848514557,0.022267339751124382
103,Miscellaneous Development,This project supports various community development initiatives that don't fit into specific categories but benefit the community. This project demonstrates care and compassion for community members.,Other,498167,40.712,-73.915,32,0,adults,Care,Loyalty,synthetic_balanced,0.7739050388336182,0.015371721237897873,0.17930465936660767,0.02675718627870083,0.0182204507291317,0.7739050388336182,0.015371721237897873,0.17930465936660767,0.02675718627870083,0.0182204507291317
104,Special Project Initiative,This initiative supports special community projects and initiatives that address unique local needs and opportunities. This project strengthens community bonds and loyalty to local values.,Other,268396,40.766,-73.901,82,0,youth,Loyalty,Sanctity,synthetic_balanced,0.24038836359977722,0.00510985404253006,0.6209077835083008,0.11181732267141342,0.01755484566092491,0.24038836359977722,0.00510985404253006,0.6209077835083008,0.11181732267141342,0.01755484566092491
105,Additional Community Initiative,This project provides funding and support for additional community initiatives and programs that benefit residents. This project addresses practical community needs without strong moral implications.,Other,461777,40.755,-73.956,78,0,community,Non-Moral,Loyalty,synthetic_balanced,0.5774467587471008,0.00596684729680419,0.08617696911096573,0.07560601085424423,0.019981106743216515,0.5774467587471008,0.00596684729680419,0.08617696911096573,0.07560601085424423,0.019981106743216515
106,Public Works Enhancement,"This initiative enhances public works services including infrastructure, utilities, and public facility improvements. This project promotes fairness, equality, and justice for all residents.",Other,76783,40.79,-73.996,42,0,children,Fairness,Authority,synthetic_balanced,0.47617173194885254,0.8585122227668762,0.026152849197387695,0.1796915978193283,0.022472793236374855,0.47617173194885254,0.8585122227668762,0.026152849197387695,0.1796915978193283,0.022472793236374855
107,Municipal Service Improvement,"This project improves municipal services through better facilities, equipment, and service delivery to better serve residents. This project demonstrates care and compassion for community members.",Other,263299,40.789,-73.984,80,1,seniors,Care,Loyalty,synthetic_balanced,0.7926985025405884,0.012626131996512413,0.09203002601861954,0.2790670096874237,0.019593730568885803,0.7926985025405884,0.012626131996512413,0.09203002601861954,0.2790670096874237,0.019593730568885803
108,Community Support Program,"This initiative provides comprehensive community support programs including social services, referrals, and assistance. This project strengthens community bonds and loyalty to local values.",Other,366500,40.768,-73.995,72,0,adults,Loyalty,Care,synthetic_balanced,0.5987421870231628,0.003740990534424782,0.687512218952179,0.019080979749560356,0.017378251999616623,0.5987421870231628,0.003740990534424782,0.687512218952179,0.019080979749560356,0.017378251999616623
109,General Maintenance Fund,"This project provides funding for general maintenance and upkeep of community facilities and infrastructure. This project promotes fairness, equality, and justice for all residents.",Other,344724,40.748,-73.943,32,0,children,Fairness,Authority,synthetic_balanced,0.601376473903656,0.8658133745193481,0.018418144434690475,0.16091464459896088,0.024043258279561996,0.601376473903656,0.8658133745193481,0.018418144434690475,0.16091464459896088,0.024043258279561996
110,Special Event Support,This initiative provides support and resources for organizing special community events and celebrations. This project addresses practical community needs without strong moral implications.,Other,55892,40.707,-73.966,95,1,families,Non-Moral,Loyalty,synthetic_balanced,0.4859545826911926,0.0035026443656533957,0.2544749975204468,0.024042721837759018,0.01950111798942089,0.4859545826911926,0.0035026443656533957,0.2544749975204468,0.024042721837759018,0.01950111798942089
111,Administrative Services Upgrade,This project upgrades administrative services and government facilities to enhance service delivery and accessibility. This project demonstrates care and compassion for community members.,Other,476179,40.77,-73.92,72,0,youth,Care,Loyalty,synthetic_balanced,0.7767382860183716,0.008468146435916424,0.06526293605566025,0.11649084091186523,0.021382134407758713,0.7767382860183716,0.008468146435916424,0.06526293605566025,0.11649084091186523,0.021382134407758713
112,Community Planning Initiative,"This initiative supports community planning efforts including development, zoning, and community visioning processes. This project demonstrates care and compassion for community members.",Other,300958,40.771,-73.927,29,1,community,Care,Loyalty,synthetic_balanced,0.7339003086090088,0.003871152177453041,0.12360294163227081,0.1984623670578003,0.018093949183821678,0.7339003086090088,0.003871152177453041,0.12360294163227081,0.1984623670578003,0.018093949183821678
113,Public Facility Maintenance,"This project provides ongoing maintenance and improvements to public facilities including buildings, equipment, and systems. This project protects and preserves sacred community values and traditions.",Other,156373,40.701,-73.965,85,1,community,Sanctity,Loyalty,synthetic_balanced,0.3399481177330017,0.010114310309290886,0.14509893953800201,0.15057650208473206,0.06292467564344406,0.3399481177330017,0.010114310309290886,0.14509893953800201,0.15057650208473206,0.06292467564344406
114,General Community Development,"This initiative supports comprehensive community development efforts including economic development and community enhancement. This project promotes respect for authority, leadership, and social order.",Other,273400,40.798,-73.937,80,0,adults,Authority,Fairness,synthetic_balanced,0.4453117251396179,0.02158661000430584,0.17602233588695526,0.8258488178253174,0.016095411032438278,0.4453117251396179,0.02158661000430584,0.17602233588695526,0.8258488178253174,0.016095411032438278
115,Special Purpose Fund,This project provides funding for special purpose initiatives and programs that benefit the community. This project addresses practical community needs without strong moral implications.,Other,410200,40.705,-73.93,79,0,seniors,Non-Moral,Fairness,synthetic_balanced,0.506898045539856,0.0076343524269759655,0.06094185262918472,0.08595581352710724,0.023235419765114784,0.506898045539856,0.0076343524269759655,0.06094185262918472,0.08595581352710724,0.023235419765114784
116,Community Enhancement Program,"This initiative enhances community quality of life through various programs, services, and improvements. This project strengthens community bonds and loyalty to local values.",Other,260473,40.774,-73.908,26,0,community,Loyalty,Sanctity,synthetic_balanced,0.44973650574684143,0.00701909651979804,0.6519623398780823,0.060309235006570816,0.017732596024870872,0.44973650574684143,0.00701909651979804,0.6519623398780823,0.060309235006570816,0.017732596024870872
117,General Public Service,"This project improves general public services including customer service, accessibility, and service delivery. This project strengthens community bonds and loyalty to local values.",Other,322310,40.799,-73.989,46,1,adults,Loyalty,Care,synthetic_balanced,0.3176535964012146,0.006918931845575571,0.6587316393852234,0.255628764629364,0.019086100161075592,0.3176535964012146,0.006918931845575571,0.6587316393852234,0.255628764629364,0.019086100161075592
118,Community Improvement Initiative,"This initiative supports community improvement efforts including beautification, safety, and infrastructure enhancements. This project demonstrates care and compassion for community members.",Other,330433,40.739,-73.91,23,1,youth,Care,Fairness,synthetic_balanced,0.8053804039955139,0.005949805956333876,0.11336562037467957,0.07394825667142868,0.023772139102220535,0.8053804039955139,0.005949805956333876,0.11336562037467957,0.07394825667142868,0.023772139102220535
119,Special Community Project,This project supports special community projects and initiatives that address unique local needs. This project protects and preserves sacred community values and traditions.,Other,192355,40.78,-73.985,41,1,families,Sanctity,Authority,synthetic_balanced,0.23429501056671143,0.005581327714025974,0.35671934485435486,0.11686475574970245,0.04567471519112587,0.23429501056671143,0.005581327714025974,0.35671934485435486,0.11686475574970245,0.04567471519112587
120,General Development Fund,This initiative provides funding for general community development projects and improvements. This project strengthens community bonds and loyalty to local values.,Other,139853,40.725,-73.929,51,0,families,Loyalty,Care,synthetic_balanced,0.1996171623468399,0.006607556715607643,0.6233407258987427,0.2464260458946228,0.01853281259536743,0.1996171623468399,0.006607556715607643,0.6233407258987427,0.2464260458946228,0.01853281259536743
